Ident,Lat,Lon,Alt
YCOT,-19.52937605,146.33872287,321
M88,36.18957950,-86.70120700,127
SSCP,-23.15250700,-50.60251000,565
4NE4,41.02777194,-101.62683778,1030
6II4,37.98222050,-87.29888900,119
KCRZ,40.99413050,-94.75502900,388
4M9,36.40423200,-90.64792650,89
0O4,39.94376805,-122.17137806,89
7N1,42.18010000,-77.12170250,290
WI23,46.86659861,-91.08351973,232
CYCC,45.09277750,-74.56333350,53
SNOA,-4.14083290,-44.11555480,47
NZCX,-36.79114900,175.50662200,4
YCNA,-23.13359632,143.44365452,233
FY0O,-23.39265000,16.16635000,1158
KAJO,33.89765849,-117.60242793,162
CKK3,49.00000000,-105.40035100,762
CYCT,52.07499850,-111.44527500,791
SNOZ,-2.52097250,-44.12133350,47
SERO,-3.43516250,-79.97781650,52
SA4O,-33.32388889,-60.66583334,48
SA5C,-33.30527778,-60.65388889,52
SA4P,-35.18277777,-58.28388889,16
SPTN,-18.05328650,-70.27582100,469
SA4Q,-38.74111111,-61.25583333,120
SEMC,-2.29916650,-78.12075000,1052
MHSC,14.38236800,-87.62115950,628
SPHO,-13.15481950,-74.20441650,2718
SPQT,-3.78473900,-73.30880550,93
SA4R,-33.61666666,-64.61250000,357
SACD,-31.48784868,-64.14160613,431
SA4S,-38.00666667,-61.33194444,247
SAZC,-37.44611100,-61.88929850,234
SA4T,-37.46777778,-57.76722222,26
YCOR,-35.99225213,146.35205313,143
YCWN,-26.46160606,143.37079450,152
11T,30.81630333,-96.60108139,82
KCRP,27.77044175,-97.50073750,13
KNGP,27.69265737,-97.28999925,6
25NE,41.72634851,-103.50827029,1219
SA4U,-33.28138889,-62.15138889,120
XS94,27.11141900,-99.42253900,110
SNKR,-10.45166680,-45.13639070,473
SNTY,-13.38055556,-44.61722221,658
SARC,-27.44550300,-58.76186250,62
YCIG,-32.33809471,117.82739991,340
8G2,41.90755550,-79.64104700,538
YCRG,-36.18336518,147.88629084,293
D65,43.43443388,-98.39757973,481
LFKT,42.29179000,9.18961100,345
NV62,40.20603055,-116.63675139,1468
KCEZ,37.30300300,-108.62804200,1804
N03,42.59264600,-76.21488150,365
17Q,38.01381166,-121.12605445,24
SBCR,-19.01193050,-57.67305150,141
KCVO,44.49767672,-123.28854612,75
4IA4,40.75445000,-93.24132084,311
MM50,24.42056800,-106.70208450,76
PA53,41.62702611,-75.52824028,521
YCOS,-27.98560346,122.90544775,507
SJNX,-18.40805556,-52.63027777,832
LFGH,47.36092646,2.91594536,177
SA4V,-31.28583333,-64.45555556,700
SNME,-12.48972222,-38.02361112,71
SDEN,-27.16638889,-48.62250000,5
SWCQ,-12.42105950,-64.25164450,169
SDXJ,-18.49125400,-53.16791800,740
2LA7,32.96707083,-91.42622723,23
4TA3,32.89873250,-98.46005362,311
4L8,35.26329472,-119.04565889,105
CS21,56.93746200,-106.12315600,0
A51,29.75854361,-85.28908473,4
RPMC,7.16524050,124.20961800,58
II80,41.00059611,-86.64973195,210
MRCC,8.60155700,-82.96861350,8
SELT,-0.90683350,-78.61575700,2806
SJKB,-9.89944445,-58.58194444,459
61S,43.80409700,-123.03204150,195
EDCD,51.89013425,14.53271325,84
ETHT,51.76799770,14.29199890,40
YCTC,-22.81843795,122.58515810,381
84F,36.11037666,-95.76554028,209
4TN4,35.19000000,-89.63861112,105
TA75,30.38715305,-97.10498750,131
TN93,35.28230444,-89.02922889,142
7X7,26.71340111,-81.53535584,5
22J,30.78269222,-85.37798500,45
TA77,33.14928583,-96.89889223,177
MT36,46.13217166,-110.04713167,1628
1C8,42.29168583,-89.13621834,226
6LA1,32.98401333,-91.20594334,37
P52,34.73000150,-112.03528050,1082
IL57,40.42198083,-89.02063417,233
87VA,38.08111111,-78.69555556,210
09CO,38.05556333,-103.65328028,1274
S84,46.03888900,-116.33166700,1059
SD31,45.78694222,-101.04708139,605
KCOT,28.45669400,-99.21833500,144
WN24,46.29261000,-122.95039334,55
49WA,46.84704555,-122.52206362,143
LFDV,46.27454300,0.19274500,152
WA15,47.61653416,-119.24280334,549
LFPK,48.83712150,3.01361333,143
KCFD,30.71614175,-96.33262500,112
K29,64.89788277,-163.70344723,26
KCBF,41.25986527,-95.75891497,382
K63,38.67917388,-96.57111556,429
U82,44.74986100,-116.44680550,903
LS39,30.58935361,-90.98454695,15
MS15,33.33122861,-91.03705000,36
NH04,43.06730444,-71.61118306,238
SDCC,-21.21834579,-50.40719327,382
MY94,46.75250000,-92.41916667,399
SC67,34.90986444,-81.07480084,179
S48,45.35388900,-122.26847200,358
NK01,43.99951222,-75.60491501,241
3PN3,41.28369222,-76.03520167,384
5FD3,30.60852722,-85.09131112,46
KEIW,36.53531250,-89.59972400,90
67LL,41.99030750,-89.33149389,212
KNRA,48.18833350,-122.63194450,61
WN40,48.19037527,-122.64294362,61
LFME,43.85343967,4.41947333,60
LFLJ,45.39735008,6.63462335,2010
77LL,42.42361805,-90.50429473,235
LSZJ,47.18330000,7.09020000,685
AH3,49.67946600,-124.98021700,3
9WN1,44.10555550,-88.68389200,231
CFP8,60.81173650,-135.18253450,660
6G6,40.45451694,-78.23806639,352
SKCV,9.40092350,-75.69131650,9
EGBE,52.37043630,-1.47857299,81
TX09,29.68995555,-95.83967389,40
99IL,37.47838416,-88.80339445,204
LPCV,40.26476950,-7.47995800,479
VA72,36.60013750,-80.03865584,287
9A1,33.63248200,-83.84955850,242
M04,35.58337500,-89.58723350,85
LA87,30.50963583,-90.15285723,11
YCBY,-16.21793014,145.42563748,13
98XS,30.62520416,-94.39325084,52
TE16,32.25042500,-97.29723584,242
YCOW,-18.96717101,140.52902902,48
YCWI,-27.71167455,138.32772742,16
YCWL,-33.66743133,136.89120157,39
94C,43.44998527,-89.25011584,282
MU38,40.17835194,-93.13131973,274
YCLO,-33.60617166,145.31621808,108
CYYM,49.63570050,-114.08949650,1181
96G,43.37641083,-82.81521167,235
YCWR,-33.84421484,148.64756618,294
NC81,35.75181777,-78.85972945,139
SC33,34.82428500,-82.25983778,305
TN71,35.79452083,-84.34159000,305
KPRX,33.63662133,-95.45039483,167
YCXR,-15.87565702,134.55464162,208
6NC0,35.28905249,-78.17999445,48
SSCI,-18.48138889,-54.71583332,292
SNHR,-18.47776100,-54.71465150,292
VGCB,21.45219600,91.96388750,4
81FL,27.07171833,-80.52005362,11
U48,43.21796277,-113.22722528,1534
30NY,42.75006444,-77.55804917,491
NJ20,39.81261833,-74.42459306,58
YCYE,-19.89310042,128.87267907,418
KCZD,40.86909207,-100.00349203,763
MMCZ,20.52284450,-86.92814225,5
S99,46.61713111,-115.79986584,1010
AU82,-41.58076877,145.93871769,859
11I,40.50144944,-82.55822223,334
TX48,32.91679250,-97.18362417,238
5ND3,48.85554361,-97.32201723,244
OL21,36.54174833,-95.02107334,236
NVSF,-16.26442505,167.92422300,21
KSEM,32.34394600,-86.98780400,51
KCAG,40.49520950,-107.52166100,1888
KCRG,30.33633400,-81.51445675,12
S89,46.24710916,-116.48014473,1160
YCIP,-18.56564911,145.00672471,570
CJC2,51.05495450,-105.83609000,594
LRCV,44.31815250,23.88854150,191
9FL3,28.69416277,-81.58729556,20
KBUB,41.77669075,-99.14974206,665
4H8,40.10004611,-91.28347862,230
YCRN,-41.16097855,147.01525616,105
AU90,-34.27982897,117.55360452,255
Y55,45.52267225,-88.92761375,502
E13,31.41754633,-102.36601850,778
WI21,44.90968388,-91.24181806,285
EGTC,52.07097012,-0.62066675,109
28M,42.02505900,-70.83804300,22
55WI,44.31801861,-89.96873973,300
0WI5,42.79335166,-87.89063528,230
SNWS,-5.21135250,-40.70421150,315
KEWN,35.07309650,-77.04288050,5
49W,35.30682500,-79.08308112,125
YCVK,-23.31672637,138.58755409,149
SKCN,6.31684300,-70.21071400,104
99V,38.70393875,-107.64437750,1972
95KY,37.42027777,-84.36916667,374
0CA3,34.58748805,-120.01347584,174
AR2,49.66877365,-116.81666560,536
II90,41.19976194,-86.83640723,215
KCFJ,39.97562950,-86.91986350,244
97F,34.54647527,-97.10835278,287
MT86,45.89382472,-110.48964723,1634
3OH7,39.03006472,-84.04659945,273
16I,39.61256111,-83.55825362,317
5TA5,29.33606944,-95.11520667,7
CKS8,57.46477200,-106.74743700,492
KINS,36.58667450,-115.67657850,955
SC57,33.88432333,-80.49480639,54
D67,42.91617500,-77.38248806,250
0II2,41.45726944,-86.12444612,250
6K3,42.47105329,-97.88468116,504
LFPC,49.25354370,2.51912775,89
LILR,45.16666790,10.00222210,49
15A,30.91454510,-87.98018650,0
SIID,-6.82000000,-56.84222222,212
SNKT,-6.84444445,-56.58944444,333
SNKH,-8.11666680,-57.11694340,299
KCEC,41.78015750,-124.23653400,17
5S2,43.53250000,-121.95000000,1466
U74,40.41325000,-116.56202917,1459
YCWD,-17.94757210,135.91332946,220
S36,47.33709550,-122.10353600,144
KCSQ,41.02172075,-94.36282850,396
KCEK,40.61844037,-96.92581431,457
1H0,38.72699175,-90.50775075,141
1AK1,67.37287222,-152.01607778,256
W81,37.18083300,-78.09833450,128
FD69,30.08661472,-83.01651945,21
FL01,27.62114444,-81.61063334,27
1IS3,39.72781638,-89.05952250,189
4WA2,46.92718111,-122.96847223,56
5MI3,43.05114055,-85.42002334,265
3CO1,38.84831638,-107.83339500,1969
9VA3,37.76290555,-75.57187223,2
MI11,42.53420361,-84.80137500,271
W41,38.01771400,-75.82761050,1
KCKF,31.98891850,-83.77335567,94
SIVK,-13.22277778,-46.95611110,505
SJTA,-22.18166668,-50.49250000,413
SDXB,-16.79099300,-47.64523450,1200
SNBM,-21.12605550,-42.39438850,270
7NE0,40.62411412,-96.89883690,447
3D1,45.21442000,-88.07260528,223
7G5,41.28227444,-81.94902750,253
KDKR,31.30692900,-95.40383050,106
SFCH,-51.52892636,-60.25759985,40
EG24,52.08565669,-2.13622977,21
7KS5,37.79615194,-95.34192556,305
YCKI,-11.16226772,132.48231893,15
MI05,43.16669277,-83.78746223,207
MD63,39.27483194,-76.00994417,20
NZCS,-45.04844650,169.16990700,227
IL18,38.38699694,-90.19177945,177
CJX,61.86902194,-158.13711778,54
7NC5,35.93376416,-78.24666112,76
3SC4,34.77194300,-81.98777800,197
20ND,47.65388861,-100.89097751,579
KCKN,47.84213667,-96.62117483,274
I84,39.73701277,-82.09847612,237
YCRL,-34.49978187,149.46080973,897
CO48,40.51248027,-104.65190695,1463
4MO7,40.14138888,-95.24083334,267
C71,31.29600550,-91.05288200,102
D50,48.92809300,-103.29607975,594
8F3,33.62383650,-101.24084850,920
91OI,40.77728027,-81.45872889,343
KCTY,29.63551650,-83.10474975,13
04FL,29.23942472,-81.22200500,9
4NY4,42.55952472,-73.77206612,17
17N,39.70547800,-75.03299750,49
NC23,36.30597138,-80.33727473,330
08TX,32.85818111,-97.74752945,317
TE47,32.20903722,-97.31779167,232
C72,47.97842048,-117.52744801,655
AZ07,34.11669944,-112.09515667,671
07TS,30.62500000,-97.57277778,210
YCSM,-22.89523053,144.60384423,224
KCSV,35.95129000,-85.08497650,573
5PA2,41.03591666,-76.02242584,347
SN88,38.57140194,-94.71273528,335
FL19,29.24525055,-82.35371084,23
1AK2,62.40094194,-146.01330473,648
39OH,40.81228083,-81.05509473,354
2CA3,34.16000111,-115.99750056,559
SC37,33.27183027,-80.25425778,27
LIBC,38.99722350,17.08016950,159
33OR,44.06373361,-123.39148639,137
GA42,31.61684388,-83.88323306,101
EGSO,52.17116106,1.11105892,61
EG26,52.70940096,-0.14095894,3
78OR,43.30793583,-117.89434556,1258
0E8,35.71765850,-108.20159700,2041
YCRY,-18.21874528,142.25431020,107
MI22,41.87365777,-86.20278806,227
SA4W,-33.00777778,-61.83694445,97
9II4,40.17250000,-85.94472223,258
SBCZ,-7.59990550,-72.76949050,194
MI41,42.83169805,-82.53463723,186
0OK9,36.21339777,-96.63697167,310
KMIC,45.06212275,-93.35403425,265
46CN,34.48471650,-117.82645300,1042
YCYT,-17.38060236,144.45029184,428
20R,28.69763900,-99.81763900,185
5M5,36.34355400,-94.44480950,360
3J8,31.66546111,-83.44710556,100
01MT,48.78913350,-114.88042250,957
KCGC,28.86792975,-82.57514600,3
UT54,37.25331527,-113.33411584,1119
YCYV,-14.07351275,142.98945536,198
LH58,47.35089450,18.43001250,305
3TA5,30.13353900,-98.38363050,445
MM64,26.99045100,-102.03280150,747
LEVS,40.37132975,-3.78464400,691
PA25,40.65925944,-75.87381112,152
MM01,22.74036700,-99.01822800,104
6WI0,45.18051750,-91.98767889,305
VA81,37.94541861,-77.89943973,121
TN30,35.54722222,-84.51000001,305
FD53,28.45333333,-82.21500001,21
26OR,45.43789833,-122.52786862,195
LA33,32.57653083,-92.11374528,24
KUBX,38.06877650,-91.42885650,312
3OR1,44.36456861,-122.95842112,108
Q57,35.08754100,-107.56310600,1887
07V,37.52382500,-105.00926950,2180
SWKU,1.12070400,-66.84172750,84
YCUA,-33.27741198,148.76771233,480
VOCP,14.50996150,78.77283200,131
YCUD,-25.59995232,141.50777427,124
07TE,27.72190963,-97.50961800,12
NJ60,40.18705694,-74.26709000,32
CKS3,52.48804900,-105.76388500,572
CJD2,52.48473700,-105.71043701,572
YCUE,-27.45066761,117.91749773,443
T71,29.08358805,-97.26693417,65
GGCF,11.28791650,-15.18048550,20
MO01,37.25004722,-93.10601445,450
KVHN,31.05769925,-104.78376000,1206
MMCL,24.76565800,-107.47610600,33
8NE1,42.20829583,-103.02936695,1283
G04,40.66256611,-79.84560806,372
6TA3,32.72138888,-96.72388889,143
IN65,40.81948333,-87.04335139,212
KCJR,38.52547500,-77.85962800,96
7NY4,42.42507250,-76.71495028,443
50OH,41.66310361,-83.41548639,189
SJKU,4.81388889,-60.47361111,667
SJKV,4.47027778,-60.77805556,363
SJKW,4.42694445,-60.82388889,363
6H1,39.31392611,-88.34448917,192
CJT4,53.95583700,-102.29714200,267
KUBE,45.50615775,-91.98042350,378
74W,39.81675944,-77.72610445,168
EGPG,55.97465700,-3.97543283,113
ME44,44.28895777,-70.44617028,293
45II,41.63365527,-86.58585195,244
YCUS,-34.21630450,135.63646000,60
YCMM,-34.25023241,135.72102363,63
YCUM,-23.57528098,144.92404861,282
YCUN,-31.62187257,117.21701559,213
YCGL,-24.68540798,147.15707750,404
YCMU,-28.03172947,145.62250537,192
65C,44.52968416,-90.41930112,332
8MI8,42.99472222,-85.45416667,259
MM72,21.15565700,-88.17289300,17
TNCC,12.18885300,-68.95980300,9
SJKI,0.20888889,-51.00916667,20
SBBI,-25.40507900,-49.23203600,932
SSKU,-27.28222270,-50.61138920,954
IS08,40.26282194,-90.23678806,189
SNKN,-6.28055620,-36.54027940,349
9U7,38.73604700,-115.48031100,1579
YCUW,-25.15889751,141.34877497,99
KONX,36.39892950,-76.01630150,5
XCUR,54.93340416,-1.84557084,244
51IS,39.65921388,-90.70012723,189
SC16,34.37793222,-80.00534362,61
MY75,44.61496444,-93.24494167,300
YCIN,-17.58042995,123.82855312,91
YCSP,-25.33352786,131.75904415,493
SN16,37.85640083,-97.26976250,421
NY62,43.14583333,-75.54194445,163
7OH8,41.63777777,-81.10138889,381
0WA2,46.59038083,-123.10457723,77
65E,34.72673305,-103.60968223,1430
8MO3,39.32473361,-93.94160806,232
KBBD,31.17943900,-99.32381375,557
KEYF,34.60180400,-78.57927050,41
47V,40.63866872,-100.47361797,816
10R,31.31682972,-99.23366167,530
6MI3,42.76308111,-85.98281501,192
SNQW,-7.56444445,-57.74222222,138
SNCU,-1.82111111,-44.86694444,12
SATU,-29.77059450,-57.97897650,70
SA4X,-29.77888889,-58.09694445,80
SA4Y,-29.60277778,-58.02805555,82
SNQV,-18.74940300,-44.45702800,672
0C8,41.51947500,-88.60562889,195
KCUH,35.95008325,-96.77407150,279
KTTF,41.93990250,-83.43467350,188
KCUT,43.73309600,-103.61923500,1707
3V0,43.72420650,-103.34986100,1213
81D,29.26496305,-95.41188334,9
1R9,30.31687722,-95.33354862,52
KCTB,48.60835500,-112.37614700,1175
CKU4,52.73991783,-109.01495841,640
25J,31.70016650,-84.82492250,139
SJKX,4.17000000,-59.74861111,151
MYCX,24.14999166,-75.40000277,1
SAZW,-38.93994550,-69.26676050,650
VE62,20.54961850,85.88626150,35
KCGF,41.56512350,-81.48635551,268
FD27,30.36273333,-82.22622695,37
2LL1,41.54169750,-88.68896389,168
ID01,48.13798166,-116.19767667,631
0I8,38.36616250,-84.28334450,220
GA35,32.15750000,-81.39666667,9
24F,32.74597500,-94.30435800,67
5L2,33.59196916,-114.60551195,80
2OK8,35.22506444,-97.64614973,396
84WA,46.97287416,-123.38432334,17
OPDG,29.96100950,70.48592500,150
OPDI,31.90942200,70.89663900,181
MI44,43.67225111,-84.73668001,230
OR30,44.00317277,-121.27197334,1158
FSDA,-5.41684864,53.29569117,3
SDHX,-30.74972221,-51.53500001,40
OI42,41.13283138,-82.46072473,290
NA43,46.61997916,-99.56622001,600
SAVR,-45.01610950,-70.79972080,697
PA73,39.97954277,-76.53607639,160
AT04,-66.70075119,139.82534101,202
AT05,-70.42500005,134.14583361,2600
SJGX,-31.12666667,-51.57583333,9
6J5,33.91127027,-80.14146445,38
FY0Q,-25.86670000,16.81665000,1398
VAGO,15.38082600,73.83273500,56
WT11,-3.29858709,136.40871999,777
WAJC,-3.27107400,138.61290800,70
0C0,42.40272817,-88.63211800,278
KTNT,25.86178387,-80.89694058,4
WA0D,-3.68798560,136.06407586,1439
IA33,43.01194444,-93.24242584,366
OP17,26.74079600,67.66662750,39
RKTN,35.89414025,128.65905400,35
RPUD,14.12916500,122.98018050,3
WX59,-3.30596800,137.94365150,84
ENDI,60.41684600,8.51415300,798
WX60,-4.54780100,139.43270900,1108
II12,40.96448555,-86.37194639,241
BIDG,64.75000760,-23.73331830,40
YDAG,-17.94052197,143.59491559,306
ND90,45.96663083,-97.73371223,392
DCK,66.94333805,-156.90467389,79
EDKV,50.40588900,6.52808350,578
6H9,39.35254583,-89.30091973,201
7AK5,60.50359666,-150.93555028,91
KNDY,38.33097100,-77.03708450,6
51IN,40.49281222,-86.90556639,204
HLRA,29.47256650,17.93493650,320
RJX2,43.87971900,142.61331900,312
SAE3,-36.58277778,-61.78416667,116
YDRC,-25.26902616,115.86828420,244
07MN,44.05496472,-95.90946306,512
MDDJ,19.56666111,-71.68333333,62
YDAJ,-21.70197462,139.53462150,334
GOOY,14.73971100,-17.49022625,26
GMMH,23.71829400,-15.93199300,11
HEDK,25.41158200,29.00300850,187
NA60,47.23497833,-97.03841806,275
ND58,47.34833861,-101.81628028,580
LY90,42.43444450,20.42777750,418
ESKD,60.55611400,14.37722500,236
LTBS,36.71318850,28.79251325,6
4NA7,47.28915861,-98.24676167,439
ZMDZ,43.59172950,104.42985300,1459
YDBG,-20.25056780,147.29936022,64
83MU,36.76895805,-94.21243473,344
YDAY,-27.15839324,151.26340478,347
3H6,39.81671361,-91.03346889,250
6TS3,32.15987194,-96.94194334,168
37LL,38.04782944,-89.99705417,187
Y16,43.07886777,-91.61514834,366
44I,36.63784450,-85.16384450,299
MS45,32.15626305,-91.12455389,26
YDVE,-32.27901911,116.53555843,302
EHDS,52.46329120,6.32420020,5
YDGA,-27.83050328,117.31662875,443
YDGR,-27.79118161,116.99348288,433
YDTY,-17.51008484,145.41574395,982
YDGT,-25.27879126,116.20394026,294
KDHT,36.02260125,-102.54733400,1216
YDLH,-26.42445529,135.50921283,116
65X,28.97914888,-82.03314195,30
YDAL,-34.56987175,146.19141333,140
1A0,35.18757100,-85.17773450,210
KRBD,32.68081100,-96.86791750,201
KDFW,32.89711089,-97.03654742,185
KDAL,32.84752867,-96.85186400,148
KNBE,32.73457555,-96.96750584,150
DIDL,6.79280700,-6.47318850,251
32WI,44.31637027,-88.70094028,259
2FD6,28.88804416,-80.86644223,5
31AK,64.83290777,-147.42464334,137
NK47,42.04174083,-76.83301278,274
3DA,43.05697166,-83.80690501,223
KDNN,34.72293600,-84.87024200,216
VE54,24.01926400,84.09510100,245
YDWU,-30.19857112,116.65427592,328
YDMN,-13.74992090,130.69391164,14
YDLW,-16.26480114,133.38344502,211
VADN,20.43244600,72.84076325,10
FYDC,-20.42855000,14.12450000,549
OSDI,33.41063475,36.51426450,616
HSDZ,11.78588900,34.33665550,482
LFYD,48.08632350,5.66405700,390
NY13,43.09173055,-76.99052334,157
EDWC,52.48755800,8.18528962,46
EGML,51.52948473,0.24443684,16
3F6,34.02764300,-100.28200700,567
7AK6,60.47776305,-150.92860556,79
T51,30.04277100,-95.66721550,51
FD63,29.25109111,-81.20144917,11
VVDN,16.04390125,108.19940050,10
WX61,-2.46636100,138.01598700,379
KDXR,41.37168462,-73.48198110,140
CL18,34.55499916,-115.35609389,427
WI65,43.22221416,-89.46817473,315
KMSN,43.14025467,-89.33695433,270
VNDG,28.10573118,82.27608403,640
6MD7,39.33916666,-75.76666667,25
3IN1,38.35340083,-85.69968473,156
AK70,59.41277055,-139.19392751,15
KDNL,33.46656725,-82.03939725,129
MRLB,10.59328900,-85.54441000,82
GA41,32.61405138,-82.29707001,88
OR78,44.27206833,-123.06092195,98
13KS,37.69779361,-97.11031750,404
KLZD,41.81974069,-71.90096319,72
WX62,-3.87846400,138.66322300,2144
NZDV,-40.23154830,176.07933043,194
KDSV,42.57074525,-77.71293325,202
FY0R,-20.10055000,15.30220000,1217
8N8,40.94819450,-76.64441650,170
7GA4,32.58098861,-83.26766001,140
32A,35.08695550,-93.42751800,118
KDAN,36.57328164,-79.33540173,174
HE23,24.41577200,32.95581250,99
VE89,26.19278750,85.91688750,48
OH93,40.14033777,-83.39019834,296
6I6,39.94246650,-83.20494850,283
VNDL,29.66844000,80.54792003,650
83WA,46.02763750,-118.16800723,741
SC13,33.84070638,-81.18370917,137
KMQI,35.91904350,-75.69542725,4
NZDA,-35.93673550,173.88839700,2
SWWZ,-4.11638889,-38.25083333,4
WX63,0.59700000,109.64267000,57
KVES,40.20441950,-84.53190700,307
15GA,32.68016166,-82.47901862,100
YDAR,-42.57201131,148.07072634,18
53C,42.65555722,-90.10845889,290
KUDG,34.44952670,-79.89022186,59
YDLO,-27.87403025,121.27138240,449
EPDA,54.40482666,16.35304738,3
YDNK,-32.88160727,143.58374406,83
YDNI,-9.57893400,143.77869800,67
NC03,35.90846972,-79.98726139,266
YDRE,-22.90173809,143.98001325,223
4FL4,29.77828916,-82.89040278,16
SAE5,-37.71166666,-63.16361111,198
LL80,42.38196111,-89.16122084,263
1S2,48.25816416,-121.60956973,166
D79,42.26811333,-79.48171334,405
AYDU,-9.08744900,143.20842000,6
SFDW,-51.82180740,-58.98350846,22
YPDN,-12.41506400,130.87527750,31
OMAS,25.14622050,52.87371100,4
UTAT,41.76070900,59.83794375,83
ZSWH,37.18718450,122.22892100,44
WX64,0.25470500,115.48419600,37
WRLI,0.81043463,114.53026612,151
WX65,2.00712600,115.15140600,549
II75,40.67921138,-85.41525056,256
77CA,37.12077944,-119.98793973,130
CYDN,51.10394883,-100.05184817,304
4R9,30.26049150,-88.12747250,2
7CO1,38.75971361,-105.38387862,2560
68S,47.65363625,-118.16843275,738
NM39,36.63278083,-108.31146528,1743
YDPD,-24.14639362,141.11037023,95
KDVN,41.61054425,-90.58832900,230
0CO1,40.03331805,-105.12387306,1576
1OK1,35.82504472,-97.80588306,354
6II6,41.56060555,-85.27386417,308
93Y,41.23082406,-97.12357141,492
0R5,31.96361100,-92.66014050,45
69IL,41.36531027,-88.67923973,223
1K4,35.15513225,-97.47029725,356
80KY,37.39615583,-87.23555250,142
KDWH,30.06112171,-95.55251581,46
62FL,27.84444400,-81.43972200,30
9C2,42.06532472,-85.24164862,270
KEXX,35.78113559,-80.30378027,223
2AR2,36.01518333,-91.79661667,255
2OR3,44.79456500,-123.09759584,57
CJC3,51.24780700,-105.97729533,617
XDAV,50.63760618,-4.61838228,295
2WI8,43.59749722,-87.77897639,197
OI08,40.73894555,-81.87166695,366
KDCY,38.70042500,-87.12972800,144
CKW6,56.87361100,-103.59056100,366
SC12,32.67211694,-81.31121501,25
6S4,44.74567722,-122.42147056,313
Q23,39.20100138,-122.04858445,14
